,Country ID,Religion,Reason For Leaving,Child Language,Reason Not Attending Regularly,HealthStaIssueFollowupStatus,VaccinationIssueFollowupStatus,total_Visit,Father Employment,Child Lives With,EducationIssue Followup Status,Sisters,Gender,Mother Employment,Attend Edu Voc Learn Regularly,Brothers,age,Favorite Subject,Project ID,NutritionIssue Followup Status,years_sponsorchip,nutritional_status_MUAC,v_Bacillus_BCG,v_Tetanus_DPT3,Attend Edu Voc Learn Regularly
12330,2.0,10.0,0.0,13229.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,14.0,9.0,184569.0,0.0,4.0,0.0,0.0,0.0,2.0
12331,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,5.0,0.0,3.0,2.0,2.0,17.0,9.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12332,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,38.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,16.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12333,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,18.0,16.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12334,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,39.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,16.0,9.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12335,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,18.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12336,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,18.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12337,2.0,0.0,266.0,13229.0,0.0,0.0,0.0,14.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,15.0,28.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12338,2.0,12.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,5.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12339,2.0,10.0,0.0,13229.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,16.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12340,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,5.0,1.0,3.0,2.0,2.0,16.0,2.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12341,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,17.0,2.0,184569.0,0.0,7.0,0.0,0.0,0.0,2.0
12342,2.0,11.0,3.0,13229.0,0.0,0.0,0.0,30.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,20.0,2.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12343,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,14.0,1.0,184569.0,0.0,6.0,0.0,0.0,0.0,2.0
12344,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,11.0,16.0,16.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12345,2.0,10.0,83.0,13229.0,0.0,0.0,0.0,28.0,3.0,1.0,0.0,6.0,1.0,3.0,2.0,5.0,18.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12346,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12347,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,6.0,1.0,3.0,2.0,5.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12348,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,15.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12349,2.0,10.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,5.0,0.0,3.0,2.0,1.0,16.0,22.0,184569.0,0.0,4.0,0.0,0.0,0.0,2.0
12350,2.0,0.0,0.0,16010.0,0.0,0.0,0.0,33.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,17.0,22.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12351,2.0,12.0,0.0,13229.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,5.0,0.0,3.0,2.0,5.0,18.0,16.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12352,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,16.0,9.0,184569.0,0.0,4.0,0.0,0.0,0.0,2.0
12353,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,4.0,16.0,9.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12354,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,5.0,18.0,16.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12355,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,16.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12356,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,16.0,13.0,184569.0,0.0,9.0,0.0,1.0,0.0,2.0
12357,2.0,0.0,11.0,13229.0,0.0,0.0,0.0,26.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,14.0,21.0,184569.0,0.0,4.0,0.0,0.0,0.0,2.0
12358,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,15.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12359,2.0,11.0,83.0,13229.0,0.0,0.0,0.0,29.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,18.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12360,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,15.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12361,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,14.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12362,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,15.0,9.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12363,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,15.0,13.0,184569.0,0.0,4.0,0.0,0.0,0.0,2.0
12364,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,17.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12365,2.0,10.0,0.0,13229.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12366,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,16.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12367,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,14.0,7.0,184569.0,0.0,8.0,0.0,0.0,0.0,2.0
12368,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,17.0,22.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12369,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,15.0,7.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12370,2.0,12.0,86.0,13229.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,3.0,15.0,13.0,184569.0,0.0,0.0,0.0,0.0,0.0,2.0
12371,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,18.0,16.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12372,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,15.0,2.0,184569.0,0.0,6.0,0.0,0.0,0.0,2.0
12373,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,6.0,0.0,3.0,2.0,1.0,16.0,13.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12374,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,16.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12375,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,17.0,22.0,184569.0,0.0,6.0,0.0,0.0,0.0,2.0
12376,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12377,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,16.0,22.0,184569.0,0.0,8.0,0.0,1.0,1.0,2.0
12378,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,14.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12379,2.0,11.0,2.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,15.0,9.0,184569.0,0.0,7.0,0.0,0.0,0.0,2.0
12380,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,15.0,9.0,184569.0,0.0,3.0,0.0,0.0,0.0,2.0
12381,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,13.0,184569.0,0.0,8.0,0.0,0.0,0.0,2.0
12382,2.0,12.0,2.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,16.0,9.0,184569.0,0.0,4.0,0.0,1.0,1.0,2.0
12383,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,16.0,9.0,184569.0,0.0,9.0,0.0,1.0,0.0,2.0
12384,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,15.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12385,2.0,12.0,2.0,13229.0,0.0,0.0,0.0,30.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,15.0,9.0,184569.0,0.0,6.0,0.0,1.0,1.0,2.0
12386,2.0,11.0,266.0,13229.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,14.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12387,2.0,10.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,16.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12388,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,36.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,18.0,16.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12389,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,36.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,18.0,16.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12390,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,14.0,13.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12391,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,15.0,13.0,184569.0,0.0,3.0,0.0,0.0,0.0,2.0
12392,2.0,10.0,86.0,13229.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,17.0,1.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12393,2.0,0.0,86.0,13229.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,14.0,13.0,184569.0,0.0,0.0,0.0,0.0,0.0,2.0
12394,2.0,11.0,266.0,13229.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,14.0,13.0,184569.0,0.0,9.0,0.0,1.0,0.0,2.0
12395,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,4.0,15.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12396,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,15.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12397,2.0,10.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,17.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12398,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,7.0,18.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12399,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,39.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12400,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,17.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12401,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,17.0,7.0,184569.0,0.0,7.0,0.0,0.0,0.0,2.0
12402,2.0,0.0,83.0,13229.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,18.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12403,2.0,12.0,86.0,13229.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,18.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12404,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,16.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12405,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,18.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12406,2.0,10.0,86.0,13229.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,18.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12407,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,17.0,38.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12408,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,3.0,15.0,16.0,184569.0,0.0,3.0,0.0,0.0,0.0,2.0
12409,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,14.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12410,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,4.0,0.0,3.0,2.0,5.0,18.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12411,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,38.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,14.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12412,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,17.0,14.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12413,2.0,11.0,266.0,13229.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,38.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12414,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12415,2.0,10.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,16.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12416,2.0,10.0,86.0,13229.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,17.0,7.0,184569.0,0.0,0.0,0.0,0.0,0.0,2.0
12417,2.0,0.0,266.0,13229.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12418,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,16.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12419,2.0,11.0,83.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,18.0,13.0,184569.0,0.0,7.0,0.0,0.0,0.0,2.0
12420,2.0,17.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,17.0,9.0,184569.0,0.0,6.0,0.0,0.0,0.0,2.0
12421,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,17.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12422,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,3.0,1.0,0.0,4.0,0.0,3.0,2.0,2.0,14.0,13.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12423,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,16.0,38.0,184569.0,0.0,9.0,0.0,1.0,0.0,2.0
12424,2.0,0.0,0.0,16060.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,17.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12425,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,4.0,16.0,13.0,184569.0,0.0,7.0,0.0,1.0,0.0,2.0
12426,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,4.0,0.0,3.0,2.0,2.0,15.0,13.0,184569.0,0.0,5.0,0.0,0.0,0.0,2.0
12427,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,18.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12428,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,18.0,13.0,184569.0,0.0,9.0,0.0,1.0,0.0,2.0
12429,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,15.0,22.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12430,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,19.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12431,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,16.0,13.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12432,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,15.0,13.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12433,2.0,0.0,86.0,13229.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,18.0,7.0,184569.0,0.0,0.0,0.0,0.0,0.0,2.0
12434,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,17.0,13.0,184569.0,0.0,7.0,0.0,1.0,1.0,2.0
12435,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,16.0,13.0,184569.0,0.0,8.0,0.0,0.0,0.0,2.0
12436,2.0,0.0,0.0,16010.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,5.0,1.0,3.0,2.0,3.0,18.0,7.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12437,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,5.0,0.0,3.0,2.0,1.0,16.0,7.0,184569.0,0.0,8.0,0.0,0.0,0.0,2.0
12438,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,34.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,6.0,16.0,16.0,184569.0,0.0,6.0,0.0,0.0,0.0,2.0
12439,2.0,10.0,86.0,13229.0,0.0,0.0,0.0,14.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,16.0,13.0,184569.0,0.0,0.0,0.0,1.0,0.0,2.0
12440,2.0,4.0,86.0,13229.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,17.0,16.0,184569.0,0.0,9.0,0.0,1.0,1.0,2.0
12441,2.0,17.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,16.0,13.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12442,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,5.0,0.0,3.0,2.0,3.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12443,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,3.0,0.0,6.0,1.0,0.0,2.0,4.0,17.0,7.0,184569.0,0.0,9.0,0.0,1.0,0.0,2.0
12445,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12446,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,14.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,15.0,2.0,184569.0,0.0,0.0,0.0,1.0,1.0,2.0
12447,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,33.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,6.0,15.0,13.0,184569.0,0.0,9.0,0.0,1.0,0.0,2.0
12448,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,17.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12449,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,13.0,13.0,184569.0,0.0,8.0,0.0,1.0,0.0,2.0
12450,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,25.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,16.0,9.0,184569.0,0.0,3.0,0.0,0.0,0.0,2.0
12451,2.0,0.0,86.0,13229.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,6.0,15.0,7.0,184569.0,0.0,0.0,0.0,0.0,0.0,0.0
12452,2.0,0.0,266.0,13229.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,15.0,7.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12453,2.0,11.0,0.0,13229.0,0.0,0.0,0.0,38.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,3.0,17.0,9.0,184569.0,0.0,9.0,0.0,0.0,0.0,2.0
12454,2.0,0.0,86.0,13229.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,17.0,16.0,184569.0,0.0,0.0,0.0,0.0,0.0,2.0
12455,2.0,0.0,203.0,13229.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,16.0,1.0,184569.0,0.0,0.0,0.0,0.0,0.0,0.0
12457,2.0,11.0,266.0,4036.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,15.0,13.0,184569.0,0.0,0.0,0.0,0.0,0.0,2.0
12458,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,5.0,1.0,3.0,2.0,2.0,14.0,2.0,184569.0,0.0,0.0,0.0,1.0,0.0,2.0
12459,2.0,11.0,2.0,13229.0,0.0,0.0,0.0,32.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,15.0,13.0,184569.0,0.0,6.0,0.0,0.0,0.0,2.0
12460,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,6.0,1.0,3.0,2.0,3.0,18.0,38.0,184569.0,0.0,0.0,0.0,1.0,0.0,2.0
12461,2.0,11.0,86.0,13229.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,16.0,7.0,184569.0,0.0,0.0,0.0,1.0,0.0,2.0
12462,2.0,10.0,86.0,13229.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,5.0,14.0,13.0,184569.0,0.0,0.0,0.0,1.0,0.0,2.0
