,Country ID,Religion,Reason For Leaving,Child Language,Reason Not Attending Regularly,HealthStaIssueFollowupStatus,VaccinationIssueFollowupStatus,total_Visit,Father Employment,Child Lives With,EducationIssue Followup Status,Sisters,Gender,Mother Employment,Attend Edu Voc Learn Regularly,Brothers,age,Favorite Subject,Project ID,NutritionIssue Followup Status,years_sponsorchip,nutritional_status_MUAC,v_Bacillus_BCG,v_Tetanus_DPT3,Attend Edu Voc Learn Regularly
8641,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8642,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8643,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8644,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8645,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8646,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,16.0,9.0,184150.0,0.0,6.0,0.0,0.0,0.0,2.0
8647,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8648,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,9.0,87.0,184150.0,0.0,0.0,0.0,0.0,0.0,0.0
8649,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8650,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8651,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8652,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,11.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8653,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,19.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,10.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8654,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8655,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8656,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8658,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,22.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,1.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8659,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,11.0,9.0,184150.0,0.0,2.0,0.0,0.0,0.0,2.0
8661,1.0,0.0,0.0,12695.0,0.0,0.0,4.0,20.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,8.0,9.0,184150.0,0.0,2.0,0.0,1.0,0.0,2.0
8663,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8664,1.0,0.0,0.0,12695.0,0.0,0.0,4.0,21.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,8.0,1.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8665,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,14.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8666,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,2.0,0.0,0.0,0.0,2.0
8667,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,9.0,13.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8668,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8669,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8670,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,1.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8671,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8672,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8673,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8674,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8675,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8676,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8677,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,23.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,1.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8678,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,11.0,1.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8679,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,22.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,9.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8680,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8681,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8682,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,14.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8683,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8684,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,23.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,9.0,1.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8685,1.0,0.0,11.0,12695.0,0.0,0.0,2.0,16.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,8.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8686,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,10.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8687,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,21.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,9.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8688,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,4.0,0.0,0.0,0.0,2.0
8689,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8690,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8691,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,12.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8692,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,22.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,9.0,13.0,184150.0,0.0,4.0,0.0,1.0,0.0,2.0
8693,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,14.0,13.0,184150.0,0.0,4.0,0.0,0.0,0.0,2.0
8694,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,11.0,13.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8695,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8696,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,26.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,13.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8697,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,2.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,54.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0
8698,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,10.0,54.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8699,1.0,0.0,241.0,12695.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8700,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,10.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8701,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,8.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8702,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8703,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8704,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,11.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8705,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,11.0,38.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8706,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8707,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8708,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8709,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8710,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8711,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8712,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8713,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8714,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8715,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8716,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,87.0,184150.0,0.0,0.0,0.0,0.0,0.0,0.0
8717,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,10.0,54.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8718,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,12.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8719,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8720,1.0,0.0,256.0,12695.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8721,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,16.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8722,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8723,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,16.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8724,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8725,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,16.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8726,1.0,0.0,11.0,12695.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8727,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,8.0,38.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8728,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,15.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8729,1.0,0.0,11.0,12695.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8730,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8731,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8732,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8733,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,16.0,38.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8734,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,21.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,10.0,38.0,184150.0,0.0,2.0,0.0,1.0,0.0,2.0
8735,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8736,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,8.0,38.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8737,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,9.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8738,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,11.0,38.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8739,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,38.0,184150.0,0.0,3.0,0.0,1.0,0.0,2.0
8740,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8741,1.0,0.0,0.0,12695.0,0.0,0.0,2.0,20.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,9.0,38.0,184150.0,0.0,3.0,0.0,1.0,0.0,2.0
8742,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8744,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8745,1.0,0.0,241.0,12695.0,0.0,0.0,0.0,17.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,13.0,38.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8746,1.0,0.0,241.0,12695.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,12.0,38.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8747,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,10.0,9.0,184150.0,0.0,4.0,0.0,0.0,0.0,2.0
8749,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8750,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,11.0,38.0,184150.0,0.0,4.0,0.0,0.0,0.0,2.0
8751,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8752,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8753,1.0,0.0,241.0,12695.0,0.0,0.0,2.0,16.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,9.0,38.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8754,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8755,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,13.0,38.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8756,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,26.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,16.0,13.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8757,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,11.0,38.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8758,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8759,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,12.0,38.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8760,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,26.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,10.0,38.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8761,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,13.0,38.0,184150.0,0.0,4.0,0.0,0.0,0.0,2.0
8762,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,12.0,38.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8764,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,13.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8765,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,13.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8767,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8769,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,13.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8770,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,11.0,9.0,184150.0,0.0,3.0,0.0,0.0,0.0,2.0
8771,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8772,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,10.0,54.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8773,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,10.0,9.0,184150.0,0.0,5.0,0.0,1.0,0.0,2.0
8775,1.0,0.0,241.0,12695.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,12.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8776,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,11.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8778,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,17.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8779,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,14.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
8780,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,13.0,9.0,184150.0,0.0,5.0,0.0,0.0,0.0,2.0
8781,1.0,0.0,220.0,12695.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,17.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
